date,description,category,amount
2023-07-17,Price smile former dog reduce.,Food,1360.46
2022-09-23,Medical bill direction.,Food,2518.9
2023-10-29,Bed single ball western give.,Billbox,4250.07
2023-11-03,Resource age professor without senior understand.,Subscriptions,180.06
2023-06-12,Challenge fire thousand threat.,Other,153.63
2023-04-21,Charge thank college leg affect.,Entertainment,1085.69
2023-07-23,Risk maybe generation but still.,Entertainment,3838.11
2023-12-16,Book two pass even few.,Shopping,4524.62
2023-03-05,Need leg him international successful state prepare.,Utilities,2267.09
2023-06-05,Bag happen cover current single age.,Personal Care,429.18
2022-05-28,Memory want cell try heavy need.,Food,60.36
2024-04-27,Suddenly analysis our listen interesting west.,Entertainment,1685.14
2024-01-29,Loss avoid entire.,Transportation,4679.85
2022-05-16,Heart in phone series not.,Utilities,4682.04
2024-02-23,Table region reveal decade seem.,Entertainment,3024.03
2022-09-06,Society decide fill these we.,Utilities,3906.08
2023-10-07,Before along strategy short us.,Billbox,4304.48
2024-02-16,Technology probably season year.,Shopping,1356.54
2022-08-23,Before develop wear pull.,Other,3858.5
2023-08-03,Themselves college hotel at appear less.,Subscriptions,2909.72
2022-05-25,Degree practice the visit.,Shopping,4484.32
2023-06-05,Drive institution what.,Subscriptions,3333.0
2022-11-14,Child tend my.,Utilities,4445.84
2022-05-07,Case picture certainly ability read television.,Food,3179.58
2022-07-21,Chance his even or agreement.,Other,4231.22
2022-08-11,Truth build trial return dream resource.,Transportation,2472.44
2023-05-20,Interest thousand chair question better.,Entertainment,1166.0
2023-04-03,Back generation act quality.,Transportation,1875.52
2022-05-14,By professional quality experience house.,Food,2467.81
2024-01-26,Determine probably action.,Other,3599.59
2022-06-06,Past others turn.,Food,4476.42
2024-04-05,Prevent better reality.,Utilities,1169.54
2024-04-04,Blood fly why national movie.,Utilities,4421.83
2023-09-11,Benefit such camera identify parent.,Shopping,1328.42
2024-04-16,Republican character continue foot.,Personal Care,4369.68
2023-01-15,Color happy medical bring why surface.,Entertainment,4728.21
2022-11-22,Serious whom whether.,Subscriptions,3707.06
2022-07-30,Sometimes share page majority these force.,Transportation,2299.5
2022-05-25,Service have billion economy.,Other,1820.97
2024-04-15,Above paper realize subject they.,Entertainment,370.16
2023-11-24,Commercial garden decade.,Shopping,1522.78
2024-04-23,Politics interesting food different natural.,Shopping,3715.47
2022-10-03,Structure whole age not modern.,Transportation,2101.77
2023-05-07,Town event main.,Utilities,715.58
2023-11-09,Inside student including.,Food,3401.38
2024-01-15,Coach tough nation where.,Utilities,613.39
2023-03-19,Still go social degree little.,Billbox,1470.66
2023-12-13,Example race doctor finally boy.,Subscriptions,4474.82
2023-04-02,Need front song.,Personal Care,1269.3
2023-05-24,Land understand remain medical magazine take.,Shopping,828.62
2024-02-10,Deal onto third idea shake soon.,Transportation,4201.62
2024-04-27,Detail staff popular range we young.,Shopping,3022.8
2023-05-18,Physical stay agreement voice world.,Transportation,378.6
2022-05-19,Executive bring someone sort.,Transportation,885.87
2023-06-30,Song fight election decade expect develop.,Personal Care,504.41
2022-11-11,Modern light go.,Transportation,580.78
2022-10-20,Surface land base form.,Billbox,3976.9
2023-04-12,Cultural our that base pull above.,Shopping,971.18
2023-06-04,Happen least detail would.,Utilities,3014.59
2022-12-22,Than across many.,Shopping,2113.36
2022-07-10,Respond others per.,Subscriptions,2777.67
2022-10-20,Return beat American sell bad for.,Entertainment,1314.64
2023-12-24,Western environment business get model.,Utilities,3698.69
2023-05-18,Various phone should.,Personal Care,1107.41
2022-05-24,Career business report two.,Billbox,943.14
2022-11-07,With expect agency produce history mind.,Billbox,904.05
2023-05-27,Score free society.,Other,1510.08
2023-07-10,Should about experience worry thing.,Personal Care,331.1
2024-01-16,Government dog kind exactly check.,Personal Care,2908.79
2024-05-04,Behavior travel particularly.,Subscriptions,2284.75
2023-02-18,Few generation store pass final.,Personal Care,4938.18
2024-04-30,Budget government travel.,Utilities,3961.04
2022-10-13,Congress international rock.,Billbox,3171.39
2024-04-12,Whatever Congress mention effect.,Personal Care,114.08
2023-11-09,Government shoulder occur.,Billbox,4518.21
2024-04-27,Great soon between.,Entertainment,4228.04
2023-10-17,Politics front live include despite.,Transportation,2646.1
2023-01-15,Beat mind middle.,Food,1713.39
2022-11-21,Arrive money mind.,Other,2168.3
2024-04-16,Professional way song weight tend eat.,Utilities,4315.96
2023-07-06,Night role well white huge.,Other,3357.22
2023-09-11,Every to various.,Transportation,2732.81
2022-09-18,Firm later figure seat face.,Personal Care,1991.83
2024-02-26,Lay develop serve computer.,Food,4047.19
2022-12-04,Tax let activity ok reflect decade.,Subscriptions,959.67
2023-03-22,Pm represent compare.,Billbox,3897.74
2023-02-02,Keep social hotel west will add.,Shopping,3501.14
2023-05-19,Pressure half accept.,Subscriptions,1979.71
2023-10-29,For possible increase.,Other,4062.56
2022-10-06,Lead by often.,Utilities,2956.98
2023-09-07,Population though group keep conference.,Entertainment,3982.26
2023-03-27,Together big yard.,Personal Care,4136.9
2022-12-01,Control water measure.,Shopping,3799.25
2023-05-03,Door edge natural large.,Other,2943.15
2022-11-21,List wrong it manage away.,Food,1439.91
2023-05-15,Style administration let lose money drive why.,Personal Care,2248.35
2022-12-16,Produce knowledge well democratic Mr end.,Food,1596.94
2023-02-03,American when scientist small.,Transportation,4403.2
2022-07-02,Executive car development involve be.,Transportation,1140.34
2023-10-19,Traditional too almost country.,Billbox,623.23
2022-06-30,Within hit rather need.,Entertainment,421.44
2023-12-12,Choice huge resource.,Food,366.3
2022-10-25,Me soldier industry parent.,Utilities,12.97
2022-07-29,Itself with begin evidence.,Subscriptions,3061.24
2023-11-08,Black safe product so.,Subscriptions,1477.11
2023-11-07,Nor worker happen day respond player.,Billbox,108.08
2022-06-21,During where own human.,Personal Care,1547.84
2022-11-17,Month look sell anything whether.,Entertainment,4354.78
2023-10-27,Top situation sister local life.,Subscriptions,1568.11
2023-12-26,Bed give attorney.,Transportation,2599.51
2023-12-27,Budget resource animal each six.,Personal Care,4143.98
2023-06-24,Time story rather others.,Shopping,4381.05
2022-11-01,Sea build hit.,Food,175.56
2023-09-04,Risk though of at month.,Personal Care,4004.76
2023-09-05,Economy build news federal fish.,Billbox,3648.14
2023-01-30,Decision every once culture.,Utilities,243.69
2022-08-01,Western nor either.,Shopping,1816.7
2023-05-06,Force most between western discover.,Utilities,4503.29
2022-11-10,Hot decision customer process.,Shopping,436.83
2023-09-20,Music scientist expect increase.,Food,1162.6
2023-02-02,Site moment company well education various.,Utilities,467.21
2023-10-11,Win building thought eight its.,Subscriptions,2271.96
2023-12-25,Guess others resource evidence western.,Shopping,3505.8
2023-03-12,Care late stand beat analysis task.,Subscriptions,2839.9
2024-04-03,Their at to something who.,Food,4492.63
2022-08-16,Cold green black way record teacher.,Shopping,4235.72
2022-09-06,Third list participant five.,Subscriptions,4664.87
2024-04-14,Thousand official result.,Subscriptions,1158.77
2023-12-23,Result put can from.,Utilities,2929.3
2023-05-18,Agree identify fire too.,Transportation,2135.02
2024-04-01,Risk air work whom cover mother system.,Utilities,3207.3
2023-08-11,Start another call well only room.,Utilities,2290.58
2024-03-15,Avoid the office ability four.,Transportation,140.12
2022-08-30,Choose center race.,Subscriptions,848.86
2023-03-30,Defense down magazine number tough.,Billbox,1914.73
2023-09-06,Stock answer study.,Transportation,2292.02
2023-07-11,Source skin total.,Food,1015.78
2024-03-15,Enter effort how tough early.,Entertainment,3425.24
2023-09-15,Character east remain study.,Transportation,4541.16
2023-05-06,Finally political property make security.,Other,2629.63
2023-05-27,Visit term half.,Billbox,1219.01
2023-09-02,Cover leave while myself to.,Transportation,1594.51
2023-03-19,Instead medical different.,Food,3555.62
2023-05-05,Manager for better.,Subscriptions,4421.15
2023-11-02,Case effect point.,Personal Care,1693.34
2023-03-21,Edge party offer.,Subscriptions,1450.21
2023-03-04,Capital cost answer race day.,Billbox,4178.41
2023-02-16,Week consider surface quickly everything still.,Utilities,285.88
2023-05-22,Listen seat without just happy.,Shopping,1754.27
2022-10-30,Stage TV range.,Entertainment,886.02
2024-01-17,Report amount material money.,Subscriptions,3180.84
2023-06-07,Hope way coach.,Transportation,1450.61
2022-12-22,Mission beautiful special organization eye society.,Food,3280.46
2024-01-21,Same second certain hotel type when.,Personal Care,2532.08
2023-04-27,Position piece guess.,Personal Care,566.18
2022-09-04,Both test good machine.,Other,1891.95
2024-03-14,Pull over sell white method letter.,Billbox,1506.53
2022-05-28,Four determine me about.,Food,2018.46
2022-11-21,Religious spring agent situation get right.,Entertainment,4505.51
2023-01-26,Member nothing budget.,Billbox,1065.4
2023-12-15,Adult deal history.,Entertainment,1855.33
2024-01-29,Best form open view.,Food,553.22
2024-03-13,Will want central garden despite institution.,Transportation,3255.62
2022-07-21,Bill natural recent loss.,Personal Care,3261.6
2024-01-09,Floor discover right yourself decide.,Other,2779.09
2023-06-22,Force others set.,Personal Care,2515.75
2024-04-29,Car certainly where note book.,Personal Care,265.79
2022-09-14,Tax thing father toward.,Other,4410.29
2022-05-29,Agency area movie generation institution citizen.,Shopping,895.49
2024-02-07,Light identify town past east.,Utilities,3499.0
2024-04-25,Prepare main expect.,Utilities,419.26
2023-09-23,Establish offer arm.,Food,3888.66
2022-06-10,Cold allow back rate region address.,Personal Care,2814.36
2022-09-19,Decision research send population.,Utilities,1854.35
2023-09-03,Down if fear white.,Transportation,2319.44
2024-03-04,Art suffer note poor.,Subscriptions,1433.5
2022-11-08,Stand my next spend record entire.,Subscriptions,2428.67
2024-01-26,Job glass happy.,Billbox,4681.46
2023-11-27,Ago low no position.,Transportation,2587.25
2023-03-05,Treat area live.,Utilities,351.42
2023-03-09,Two hit one second answer program.,Shopping,1797.51
2024-01-15,Stuff eight find world.,Shopping,1011.96
2022-07-28,Natural including cause simply.,Entertainment,3695.25
2023-02-09,Clearly chair option nation then employee.,Food,3093.13
2024-02-12,Skin court can.,Other,1852.74
2023-05-01,Present away himself adult worry.,Transportation,2110.88
2023-07-08,General receive radio.,Shopping,1300.35
2023-09-10,Garden population know room.,Other,4359.39
2023-07-24,Spring name movie.,Utilities,977.15
2024-02-16,Itself space once mission bit.,Food,1073.22
2022-10-30,Half world purpose whole culture center.,Food,4539.08
2024-04-09,Dog raise result effort easy beat.,Food,1682.94
2023-09-21,Standard miss institution include yourself.,Other,533.41
2022-12-08,Energy increase good best economic lay.,Food,643.87
2023-10-20,Board nice similar point person design.,Food,1357.02
2023-11-26,Car expert few particular peace.,Entertainment,309.01
2024-03-21,Close individual relate education word not.,Other,4622.67
2023-03-17,Lead recently at chair shake.,Billbox,3246.17
2024-01-06,Various wonder he white relationship.,Utilities,3054.32
2023-07-11,Peace fight each section fish by.,Other,943.0
2023-06-01,Class ground time customer activity.,Shopping,3423.27
2022-11-02,Trip catch lead realize financial.,Entertainment,4392.84
2022-07-21,Travel behavior pull.,Other,4321.45
2022-11-25,Evening pass detail trouble trip.,Shopping,4818.04
2023-07-13,Public community any.,Subscriptions,4567.94
2023-10-08,One whole say kitchen.,Entertainment,3508.36
2023-12-02,Pass letter message every ever.,Other,2421.42
2024-03-13,Source per production.,Shopping,2654.59
2023-01-04,Short culture weight again politics market.,Billbox,3087.61
2023-06-04,A bring scientist.,Other,3386.36
2024-01-06,City physical crime woman.,Food,1061.0
2022-07-20,Speech change those help fact.,Food,2746.68
2022-08-17,Television four event moment.,Transportation,162.22
2023-09-08,Structure woman forget entire.,Food,2442.3
2023-01-30,Goal keep PM worry all treatment.,Food,4614.77
2022-12-25,Several up baby.,Shopping,2246.43
2024-01-05,Believe road technology young throughout.,Food,3159.39
2024-05-02,Prove style however bad none long.,Subscriptions,997.64
2023-03-12,Around great discuss cultural.,Utilities,4019.15
2022-09-09,Person best able brother budget.,Entertainment,3288.06
2023-01-17,Team eat turn we.,Other,3298.94
2022-09-19,Open throw gun.,Shopping,4071.77
2023-12-02,Second develop walk author staff.,Personal Care,1678.28
2024-03-02,Establish officer perform goal order could.,Billbox,1714.26
2022-05-21,Buy myself outside worry.,Entertainment,3782.53
2023-12-28,Stuff people use process address society.,Shopping,608.94
2024-04-30,Of spend statement.,Other,1972.82
2023-08-16,Someone play black market.,Food,260.26
2024-03-19,Seven throughout billion occur story.,Personal Care,3745.82
2024-03-24,Admit media lead employee inside run.,Shopping,4526.18
2023-10-30,He view office.,Personal Care,1196.96
2022-11-30,White street past.,Entertainment,185.93
2024-01-09,Pattern number along as sound end.,Utilities,1998.7
2023-09-19,Last lawyer guy significant impact.,Utilities,4651.13
2023-11-08,Evidence instead suddenly bit student.,Other,2036.77
2023-07-14,Heart around various.,Subscriptions,4298.38
2023-01-02,Answer discuss strategy speak into future.,Shopping,1087.19
2024-03-08,Control commercial design and study.,Utilities,1491.39
2022-10-31,So receive easy success interesting.,Personal Care,4834.45
2023-12-10,Position worry where coach.,Personal Care,3740.26
2022-11-03,Including kind government firm throughout big.,Shopping,952.43
2022-11-17,Lose theory away activity suggest cultural.,Shopping,4841.49
2022-10-08,Movement military knowledge.,Other,2240.71
